No	채널명	구독자수	전체 비디오개수	누적 조회수	비디오 제목	비디오 조회수	비디오 좋아요	카테고리	촬영지역	세부 지역	키워드	설명	업로드일자	썸네일	videoURL	videoPath	audioPath
512	아일랜드 트래블러	18.4만명	-	-	제주 독채  5  300평 텃밭 정원   효리네민박 느낌 숙소  구좌읍 송당일상	27925	372	호텔	제주도	-	아일랜드트래블러,아일랜드트레블러,제주도숙소추천,제주감성숙소,제주에어비앤비,제주도여행,제주독채숙소,리틀포레스트,구좌읍숙소,송당일상	아일랜드 트래블러가 직접 묵어보고 추천하는 제주의 특별한 독채숙소 다섯 번째  구좌읍 송당리에 있는 독채스테이  송당일상  입니다  현재 올해 연말까지 예약이 꽉 차있는 곳으로  취소분을 주시하지 않는 이상은 내년을 기약해야 하는 곳이에요   단순히 잠을 자는 공간을 넘어 숙소 자체가 여행의 목적이 될 수 있는  영화 리틀포레스트 보다 더 영화 같은 라이프스타일을 경험해볼 수 있는 특별한 숙소였습니다 제주여행  독채숙소  구좌읍숙소  리틀포레스트  감성숙소  인스타그램 : jejuisland girl  협업문의 : islandtraveler naver com  식당과 카페 광고영상은 일체 제작하지 않습니다  모든 영상의 저작권은 아일랜드 트래블러에게 있으며 콘텐츠의 무단 도용 및 가공을 엄격히 금합니다  제주 숙소 모음 : https: youtube com playlist list PL UfvHwZxfbB7GToKrVe8QqyRcUsGRA6p  제주 여행 하루코스 : https: youtube com playlist list PL UfvHwZxfbD1iJt4o6lnH1K8Xxgz6JMW  제주 맛집 카페 모음 : https: youtube com playlist list PL UfvHwZxfbAiYVl6zOV13 vknVaw7FXb	2021-05-29 00:00:00	https://i.ytimg.com/vi/tdkafjp5T4U/sddefault.jpg	https://www.youtube.com/watch?v=tdkafjp5T4U	제주 독채  5  300평 텃밭 정원   효리네민박 느낌 숙소  구좌읍 송당일상.mp4	제주 독채  5  300평 텃밭 정원   효리네민박 느낌 숙소  구좌읍 송당일상.mp3
513	올스티비	1.77만명	-	-	아기랑 묵기 좋은 캐릭터 키즈룸 호텔 객실이 준비된 제주도 호텔 3   : 토스카나 호텔  켄싱턴리조트 서귀포  롯데 호텔 제주	1918	8	호텔	제주도	-	제주도 호텔,제주도 온수풀,온수풀 호텔,제주도 호텔 추천,제주도 온수풀 호텔,온수풀 풀빌라,제주도 호텔 수영장,제주도 호텔 조식,제주도 호텔 리뷰,제주도 호텔 뷔페,토스카나호텔 수영장,토스카나호텔 조식,토스카나호텔 디너,켄싱턴리조트 서귀포,켄싱턴리조트 서귀포 수영장,롯데호텔제주 수영장,롯데호텔제주 샤롯데,롯데호텔제주 디너,#올스테이,#서귀포호텔,#키즈룸호텔,#키즈룸,#키즈카페,#키즈,#가족여행,#제주도,#제주도키즈룸,#제주도키즈카페	올가을 아이와 함께 제주도 여행을 계획 중이라면   우리 아이 취향 저격할 키즈룸 객실이 준비된 제주 중문 호텔 3곳을 추천해 드릴게요   최저가 검색은 올스테이에서  토스카나 호텔 https: alst io irz  켄싱턴리조트 서귀포 https: alst io is0  롯데 호텔 제주  https: alst io is1 :: :: 헬로키티 캐릭터 객실  사계절 온수풀  스파  키즈 플레이존 등  아이들을 위한 매력적인 시설을 갖춘 서귀포 호텔도 올스테이와 함께 하세요 	2021-10-26 00:00:00	https://i.ytimg.com/vi/TDLIBq-tsFw/sddefault.jpg	https://www.youtube.com/watch?v=TDLIBq-tsFw	아기랑 묵기 좋은 캐릭터 키즈룸 호텔 객실이 준비된 제주도 호텔 3   : 토스카나 호텔  켄싱턴리조트 서귀포  롯데 호텔 제주.mp4	아기랑 묵기 좋은 캐릭터 키즈룸 호텔 객실이 준비된 제주도 호텔 3   : 토스카나 호텔  켄싱턴리조트 서귀포  롯데 호텔 제주.mp3
514	리이류 [Ri Ryou]		-	-	그랜드 하얏트 제주에 대한 모든 것 All about Grand Hyatt Jeju   킹 룸 오션뷰  조식  야외 수영장  실내 수영장  라운지  그랜드 키친 조식	5430	26	호텔	제주도	-	그랜드 하얏트 제주,그랜드 하얏트 제주 킹룸 오션뷰,그랜드 하얏트 제주 조식,그랜드 하얏트 제주 꿀팁,그랜드 하얏트 제주 룸서비스,그랜드 하얏트 제주 오션뷰,그랜드 하얏트 제주 수영장,그랜드 하얏트 제주 야외 수영장,그랜드 하얏트 제주 실내 수영장,그랜드 하얏트 제주 겨울,호캉스,제주도 호텔,제주도 호캉스,제주도 그랜드 하얏트,제주도 여행,겨울 제주도,제주도 호텔 추천,제주도 5성급 호텔	그랜드 하얏트 제주에 대한 모든 것 All about Grand Hyatt Jeju   킹 룸 오션뷰  조식  야외 수영장  실내 수영장  라운지  그랜드 키친 조식	2022-01-29 00:00:00	https://i.ytimg.com/vi/tfC8_9NLz88/sddefault.jpg	https://www.youtube.com/watch?v=tfC8_9NLz88	그랜드 하얏트 제주에 대한 모든 것 All about Grand Hyatt Jeju   킹 룸 오션뷰  조식  야외 수영장  실내 수영장  라운지  그랜드 키친 조식.mp4	그랜드 하얏트 제주에 대한 모든 것 All about Grand Hyatt Jeju   킹 룸 오션뷰  조식  야외 수영장  실내 수영장  라운지  그랜드 키친 조식.mp3
515	츄래블러 Churaveler		-	-	그랜드 하얏트 제주 오션뷰 스위트룸 호캉스 브이로그  제주 호텔	4789	56	호텔	제주도	-	제주호텔,제주호캉스,호캉스브이로그,그랜드하야스제주,제주5성급호텔,제주여행,여행유튜버	오랜만에 호캉스 영상으로 돌아왔어요  주말에 친구들과 함께 제주도에 있는 그랜드 하얏트 제주에 다녀왔는데요 5성급 신상 호텔인만큼 시설이 너무 좋았답니다 그랜드하얏트제주  제주호텔  호캉스 Song: Uniq   Japen Sound Cloud   https: soundcloud com uniqofficial u Creative Commons   Attribution 3 0 Unported    CC BY 3 0 Music provided by SAUNDOOO Video Link: https: youtu be XAwEz sg9k Song: Youngberry Beats   Feeling Low Sound Cloud   https: soundcloud com youngberrybeat Creative Commons   Attribution 3 0 Unported    CC BY 3 0 Music provided by SAUNDOOO Video Link: https: youtu be XAwEz sg9k Music provided by 브금대통령 Track : Some Vintage Mood 5   https: youtu be e0X1quVKQmI	2021-04-18 00:00:00	https://i.ytimg.com/vi/tfEK2ngyQTA/sddefault.jpg	https://www.youtube.com/watch?v=tfEK2ngyQTA	그랜드 하얏트 제주 오션뷰 스위트룸 호캉스 브이로그  제주 호텔.mp4	그랜드 하얏트 제주 오션뷰 스위트룸 호캉스 브이로그  제주 호텔.mp3
516	써니는 홍길동	173명	-	-	써니언니의 겨울 제주도 호캉스 즐기기  제주 그랜드 하얏트 호텔  	5450	33	호텔	제주도	-	핫플레이스,호캉스,맛집 추천,당일치기,데이트 블로그,브이로그,써니는홍길동,#hotel,seoul hotel,jeju,grand hyatt jeju,#jeju island,제주그랜드하얏트호텔,제주도 날씨,제주도 여행,제주도 호텔,제주도 신혼여행,제주호텔추천,신라호텔,파라다이스호텔,조선팰리스호텔,파라스파라호텔	렌트카는 놉  호텔에서만 2박3일 제대로 즐겨보기 써니는홍길동  호텔추천  제주여행  호텔  호캉스	2022-01-05 00:00:00	https://i.ytimg.com/vi/tGhtvX1QRQI/sddefault.jpg	https://www.youtube.com/watch?v=tGhtvX1QRQI	써니언니의 겨울 제주도 호캉스 즐기기  제주 그랜드 하얏트 호텔.mp4	써니언니의 겨울 제주도 호캉스 즐기기  제주 그랜드 하얏트 호텔.mp3
517	리뷰정보통	376명	-	-	제주도 지역별 가성비 호텔 추천  제주호텔  제주도가성비 호텔  제주 호텔	8313	89	호텔	제주도	-	제주호텔,제주도호텔,제주호텔추천,제주 호텔 추천,제주도 호텔,제주도 호텔 추천,제주도 가성비 호텔,가성비 호텔,제주 신화월드,신화월드메리어트관,신화월드 메리어트관,에코그린리조트,성산 호텔,애월호텔,제주 성산 호텔,제주 애월 호텔,제주 중문 호텔,제주 안덕 호텔,제주시 호텔,제주시내호텔,아스타 호텔,아스타호텔,성산튤립호텔,튤립호텔,제주가성비호텔,성산일출호텔,제주 호텔	 제주도호텔  제주도호텔추천  제주호텔 추천  제주 가성비호텔 안녕하세요  제주도를 이번에 가게 되었는데요 제주도 한 바퀴를 돌면서 각 지역별 추천 호텔을 영상에 담아보았습니다 가성비 호텔도 있고 퀄리티 좋은 호텔도 있습니다 가격도 저렴하면서 평 좋은 호텔을 엄선해서 다녀와 보았습니다 해당 지역에 가실 때 가보시면 좋을 것 같아요 중간에 호텔 싸게 예약하는 방법과 메리어트 공식 어플에서 예약할 경우 요구사항등을 편하게 이야기 하는 방법도 영상에 담아 보았으니 도움 많이 받아가세요 영상 시청해 주셔서 감사합니다 	2022-02-04 00:00:00	https://i.ytimg.com/vi/ThGsN3dkFNI/sddefault.jpg	https://www.youtube.com/watch?v=ThGsN3dkFNI	제주도 지역별 가성비 호텔 추천  제주호텔  제주도가성비 호텔  제주 호텔.mp4	제주도 지역별 가성비 호텔 추천  제주호텔  제주도가성비 호텔  제주 호텔.mp3
518	숙박하니 Stayhanny		-	-	제주여행 고수들의 숙소  동북쪽 가성비 숙소 덕천연수원 룸  무료조식  흑돼지 바베큐	9911	123	호텔	제주도	-	덕천연수원,제주가족여행,제주가족숙소,제주숙소추천,제주여행,제주도 호텔,비자림,제주 덕천연수원,제주가성비숙소,제주추천숙소,제주동쪽숙소,제주호텔,리조트,제주도 가족여행,제주도 가족숙소,제주 흑돼지 맛집,덕천연수원,제주가족여행,제주가족숙소,제주숙소추천,제주여행,제주도 호텔,비자림,제주 덕천연수원,제주가성비숙소,제주추천숙소,제주동쪽숙소,제주호텔,리조트,제주도 가족여행,제주도 가족숙소,제주 흑돼지 맛집,덕천연수원,제주가족여행,제주가족숙소,제주숙소추천,제주여행,제주도 호텔,비자림,제주 덕천연수원,제주가성비숙소,제주추천숙소,제주동쪽숙소,제주호텔,리조트,제주도 가족여행,제주도 가족숙소,제주 흑돼지 맛집	제주 비자림 옆 송당에 위치한 덕천연수원을 소개합니다  늘 만실이라 예약이 어려운 점을 제외하면 가격  위치  청결도  음식 등 모든게 만족스러운 곳입니다  2인기준 6만원에 예약하였고 조식 포함입니다  예약 방법은 덕천연수원 홈페이지나 전화로 문의하시는게 빠르고 정확합니다   열명 이상 단체가 쓸 수 있는 큰 방도 있습니다  물론 요즘같은 코로나 상황에서는 입실이 안되겠지만요   즐겁게 시청해주세요     제주가족여행  제주가성비호텔  제주  제주도호텔  리조트  제주도  덕천연수원  비자림  제주호텔  제주동쪽숙소  제주호텔추천  제주추천호텔  제주도가성비숙소  제주여행  제주동쪽여행  제주성산여행  제주숙소	2021-09-23 00:00:00	https://i.ytimg.com/vi/ThlGyF-vCIA/sddefault.jpg	https://www.youtube.com/watch?v=ThlGyF-vCIA	제주여행 고수들의 숙소  동북쪽 가성비 숙소 덕천연수원 룸  무료조식  흑돼지 바베큐.mp4	제주여행 고수들의 숙소  동북쪽 가성비 숙소 덕천연수원 룸  무료조식  흑돼지 바베큐.mp3
519	기므냥MEUNYANGKI	45명	-	-	VLOG   제주5성급호텔   토스카나호텔   제주도 호캉스   일상브이로그   수영장   오는정김밥   서귀포카페추천  식물집  하례정원  페이보리오리 	8425	62	호텔	제주도	-		영상 시청시 1080 화질을 추천드려요 토스카나호텔  제주도  직장인브이로그	2021-03-19 00:00:00	https://i.ytimg.com/vi/tIIGamnVRak/sddefault.jpg	https://www.youtube.com/watch?v=tIIGamnVRak	VLOG   제주5성급호텔   토스카나호텔   제주도 호캉스   일상브이로그   수영장   오는정김밥   서귀포카페추천  식물집  하례정원  페이보리오리.mp4	VLOG   제주5성급호텔   토스카나호텔   제주도 호캉스   일상브이로그   수영장   오는정김밥   서귀포카페추천  식물집  하례정원  페이보리오리.mp3
520	벤마부부 존버스튜디오	1.21만명	-	-	제주도숙소 인제주 펜션 추천 재방문 이유 Jeju island guesthouse pension	15045	46	호텔	제주도	-	제주도숙소,제주도숙소추천,제주도펜션추천,제주도팬션추천,제주도인제주,인제주,제주도여행,제주도숙박,제주도호텔,제주도게스트하우스,제주도 게스트하우스,제주도조용한숙소,제주도펜션 좋은곳,Jejuisland guesthouse,Jeju guesthouse,제주 펜션,제주 숙소,제주도 팬션,제주도 펜션,제주도펜션,제주도팬션,제주펜션추천,제주팬션추천,jeju guesthouse,juju island guesthouse,jeju pension,jejuisland pension,jeju island	 제주도숙소  제주도펜션  제주도팬션  벤마부부 벤문 마이킴 벤마부부입니다 오늘은 올해 3월 제주도 여행에서 다녀온 펜션 인제주를 소개합니다 8월 다가올 재방문도 기대기대 아름다운 정원 그리고 휴식  조용한 제주도 펜션 제주도 숙소 를 찾는이에겐 안성맞춤입니다 게다가 투숙객에게 무료 제공하는 조식은 기대안했는데 진정한 반전이였어요 제주도 펜션 제주도 숙소 인제주 8월 재방문을 앞두고 있는데 그 이유는 영상으로 확인해보긔 제주도 펜션 인제주 : http: innjeju co kr  벤마부부 Instagram : https: www instagram com benmoonworld  벤마부부 YouTube : https: www youtube com superbenmoon  벤마부부 Blog : http: blog naver com bennywhang  촬영장비 : CANON 5d MARK4   DJI OSMO POKCET	2019-08-09 00:00:00	https://i.ytimg.com/vi/tKP1Ds3kppk/sddefault.jpg	https://www.youtube.com/watch?v=tKP1Ds3kppk	제주도숙소 인제주 펜션 추천 재방문 이유 Jeju island guesthouse pension.mp4	제주도숙소 인제주 펜션 추천 재방문 이유 Jeju island guesthouse pension.mp3
521	효로로 Hyororo		-	-	 효롤로그  아빠의 환갑  롯데호텔 제주 에서 보낸 3박 4일	1652	15	호텔	제주도	-	제주여행,제주도여행,제주,제주도,제주도가족여행,가족여행,제주가족여행,호캉스,호캉스브이로그,브이로그,여행브이로그,롯데호텔,롯데호텔제주,제주롯데호텔,호텔	아빠의 환갑 기념 여행으로 가족과 함께 롯데호텔 제주에 다녀왔어요  제주 스냅은 The3Space  다녀온 곳은 거문오름  본태 박물관 등등입니다   호캉스  호캉스브이로그  롯데호텔제주	2021-06-01 00:00:00	https://i.ytimg.com/vi/tkvCwQ9Ai9Y/sddefault.jpg	https://www.youtube.com/watch?v=tkvCwQ9Ai9Y	 효롤로그  아빠의 환갑  롯데호텔 제주 에서 보낸 3박 4일.mp4	 효롤로그  아빠의 환갑  롯데호텔 제주 에서 보낸 3박 4일.mp3
522	금강 goldriver	2명	-	-	제주도 스테이비우다 고급펜션 조식 Vlog	51	0	호텔	제주도	-		 제주도스테이비우다  제주도펜션  제주도	2022-03-22 00:00:00	https://i.ytimg.com/vi/tLVOUdpjrcA/sddefault.jpg	https://www.youtube.com/watch?v=tLVOUdpjrcA	제주도 스테이비우다 고급펜션 조식 Vlog.mp4	제주도 스테이비우다 고급펜션 조식 Vlog.mp3
523	올스티비	1.77만명	-	-	가격 실화  서귀포 가성비 호텔은 평일 기준 5만원 미만 제주도 혼자여행에도 좋은 가성비 호텔 BEST3  	100302	889	호텔	제주도	-	제주도여행,제주도,제주여행,제주도 숙소,제주도 숙소추천,제주도 숙소 추천,제주 숙소추천,제주 호텔,제주 호텔 추천,제주도 호텔,제주도 가성비 숙소,제주도 가성비 호텔,서귀포 가성비 호텔,서귀포 가성비 숙소,헤이서귀포,헤이 서귀포,케니스토리 인 서귀포,서귀포 갓성비호텔,서귀포 가성비,제주 가성비 여행,제주도 혼자여행 숙소,제주도 혼자여행 호텔,제주도 혼자여행,제주도 혼자여행 숙소 추천,제주도 혼자여행 호텔 추천	 서귀포 가성비 호텔 최저가 예약하기 00:14 관광명소와 접근성 좋은 감성 한스푼 호텔 01:55 가족여행으로도 좋은 리조트st 호텔 03:31 인스타감성이 묻어나는 갓성비 호텔  https: allstay com 서귀포에 이런  가성비호텔 이 있다니 평일 가격 5만원도 채 되지 않는 리얼 갓 성 비 호텔을 모아왔습니다 제주도 혼자여행에도 안성맞춤인 저려미 호텔들 영상에서 확인해주세요  	2020-10-27 00:00:00	https://i.ytimg.com/vi/tMdamwhv3H0/sddefault.jpg	https://www.youtube.com/watch?v=tMdamwhv3H0	가격 실화  서귀포 가성비 호텔은 평일 기준 5만원 미만 제주도 혼자여행에도 좋은 가성비 호텔 BEST3.mp4	가격 실화  서귀포 가성비 호텔은 평일 기준 5만원 미만 제주도 혼자여행에도 좋은 가성비 호텔 BEST3.mp3
524	아빠늘보		-	-	제주 서귀포 아이들과 따뜻하게 즐기는 호텔 수영장 골드원호텔 스위트 온수풀 가성비 최고    아빠늘보	1881	15	호텔	제주도	-	아빠늘보,아빠늘보유튜브,아빠늘보블로그,제주늘보,제주늘보블로그,제주늘보유투브,골드원호텔,골드원호텔&스위트,서귀포호텔,제주도호텔수영장,제주수영장호텔,서귀포수영장,서귀포수영장 호텔,제주 온수풀,제주도 온수풀 수영장,제주온수 수영장,제주도온수 수영장,서귀포온수 수영장,서귀포온수 수영장호텔,서귀포 온수풀 수영장 호텔,제주가성비호텔 수영장,서귀포호텔 수영장,제주 호텔 수영장,제주도 온수 호텔 수영장,서귀포 온수 호텔 수영장	4성급의 골드원 호텔   스위트 월풀욕조가 있으며 바다가 한눈에 들어오는 객실 제일 좋았던건 언제나 수영을 즐길 수 있는 야외 온수풀 온수가 나오는 수영장이라 정말 시간가는 줄 모르고 놀았으며 특히 수영횟수의 제한이 없어서 아무때나 가서 즐기는 호텔 수영장 타올도 카운터에서 무제한으로 받을 수 있어서 정말 좋았던 호 캉 스 아이들 뿐 아니라 어른까지 만족하는 호캉스입니다 자세한 사항은  아빠늘보 블로그 에 오시면 보실 수 있습니다 https: blog naver com nohkdo 골드원 호텔   스위트 홈페이지 https: www goldonehotel com:4443 html main asp 주소 : 제주도 서귀포시 이어도로 1032 서호동 119 2 	2020-10-08 00:00:00	https://i.ytimg.com/vi/tMtcVGdS-as/sddefault.jpg	https://www.youtube.com/watch?v=tMtcVGdS-as	제주 서귀포 아이들과 따뜻하게 즐기는 호텔 수영장 골드원호텔 스위트 온수풀 가성비 최고    아빠늘보.mp4	제주 서귀포 아이들과 따뜻하게 즐기는 호텔 수영장 골드원호텔 스위트 온수풀 가성비 최고    아빠늘보.mp3
